codi_municipi	nom_municipi	codi_provincia	nom_provincia
893	Villahermosa	13	Ciudad Real
907	Villamanrique	13	Ciudad Real
914	Villamayor de Calatrava	13	Ciudad Real
929	Villanueva de la Fuente	13	Ciudad Real
935	Villanueva de los Infantes	13	Ciudad Real
940	Villanueva de San Carlos	13	Ciudad Real
953	Villar del Pozo	13	Ciudad Real
966	Villarrubia de los Ojos	13	Ciudad Real
972	Villarta de San Juan	13	Ciudad Real
988	Viso del Marqués	13	Ciudad Real
9014	Robledo, El	13	Ciudad Real
9029	Ruidera	13	Ciudad Real
9035	Arenales de San Gregorio	13	Ciudad Real
9040	Llanos del Caudillo	13	Ciudad Real
18	Adamuz	14	Còrdova
23	Aguilar de la Frontera	14	Còrdova
39	Alcaracejos	14	Còrdova
44	Almedinilla	14	Còrdova
57	Almodóvar del Río	14	Còrdova
60	Añora	14	Còrdova
76	Baena	14	Còrdova
82	Belalcázar	14	Còrdova
95	Belmez	14	Còrdova
109	Benamejí	14	Còrdova
116	Blázquez, Los	14	Còrdova
121	Bujalance	14	Còrdova
137	Cabra	14	Còrdova
142	Cañete de las Torres	14	Còrdova
155	Carcabuey	14	Còrdova
168	Cardeña	14	Còrdova
174	Carlota, La	14	Còrdova
180	Carpio, El	14	Còrdova
193	Castro del Río	14	Còrdova
207	Conquista	14	Còrdova
214	Córdoba	14	Còrdova
229	Doña Mencía	14	Còrdova
235	Dos Torres	14	Còrdova
240	Encinas Reales	14	Còrdova
253	Espejo	14	Còrdova
266	Espiel	14	Còrdova
272	Fernán-Núñez	14	Còrdova
288	Fuente la Lancha	14	Còrdova
291	Fuente Obejuna	14	Còrdova
305	Fuente Palmera	14	Còrdova
312	Fuente-Tójar	14	Còrdova
327	Granjuela, La	14	Còrdova
333	Guadalcázar	14	Còrdova
348	Guijo, El	14	Còrdova
351	Hinojosa del Duque	14	Còrdova
364	Hornachuelos	14	Còrdova
370	Iznájar	14	Còrdova
386	Lucena	14	Còrdova
399	Luque	14	Còrdova
403	Montalbán de Córdoba	14	Còrdova
410	Montemayor	14	Còrdova
425	Montilla	14	Còrdova
431	Montoro	14	Còrdova
446	Monturque	14	Còrdova
459	Moriles	14	Còrdova
462	Nueva Carteya	14	Còrdova
478	Obejo	14	Còrdova
484	Palenciana	14	Còrdova
497	Palma del Río	14	Còrdova
500	Pedro Abad	14	Còrdova
517	Pedroche	14	Còrdova
522	Peñarroya-Pueblonuevo	14	Còrdova
538	Posadas	14	Còrdova
543	Pozoblanco	14	Còrdova
556	Priego de Córdoba	14	Còrdova
569	Puente Genil	14	Còrdova
575	Rambla, La	14	Còrdova
581	Rute	14	Còrdova
594	San Sebastián de los Ballesteros	14	Còrdova
608	Santaella	14	Còrdova
615	Santa Eufemia	14	Còrdova
620	Torrecampo	14	Còrdova
636	Valenzuela	14	Còrdova
641	Valsequillo	14	Còrdova
654	Victoria, La	14	Còrdova
667	Villa del Río	14	Còrdova
673	Villafranca de Córdoba	14	Còrdova
689	Villaharta	14	Còrdova
692	Villanueva de Córdoba	14	Còrdova
706	Villanueva del Duque	14	Còrdova
713	Villanueva del Rey	14	Còrdova
728	Villaralto	14	Còrdova
734	Villaviciosa de Córdoba	14	Còrdova
749	Viso, El	14	Còrdova
752	Zuheros	14	Còrdova
9019	Fuente Carreteros	14	Còrdova
9024	Guijarrosa, La	14	Còrdova
11	Abegondo	15	Corunya, la
26	Ames	15	Corunya, la
32	Aranga	15	Corunya, la
47	Ares	15	Corunya, la
50	Arteixo	15	Corunya, la
63	Arzúa	15	Corunya, la
79	Baña, A	15	Corunya, la
85	Bergondo	15	Corunya, la
98	Betanzos	15	Corunya, la
102	Boimorto	15	Corunya, la
119	Boiro	15	Corunya, la
124	Boqueixón	15	Corunya, la
130	Brión	15	Corunya, la
145	Cabana de Bergantiños	15	Corunya, la
158	Cabanas	15	Corunya, la
161	Camariñas	15	Corunya, la
177	Cambre	15	Corunya, la
183	Capela, A	15	Corunya, la
196	Carballo	15	Corunya, la
200	Carnota	15	Corunya, la
217	Carral	15	Corunya, la
222	Cedeira	15	Corunya, la
238	Cee	15	Corunya, la
243	Cerceda	15	Corunya, la
256	Cerdido	15	Corunya, la
275	Coirós	15	Corunya, la
281	Corcubión	15	Corunya, la
294	Coristanco	15	Corunya, la
308	Coruña, A	15	Corunya, la
315	Culleredo	15	Corunya, la
320	Curtis	15	Corunya, la
336	Dodro	15	Corunya, la
341	Dumbría	15	Corunya, la
354	Fene	15	Corunya, la
367	Ferrol	15	Corunya, la
373	Fisterra	15	Corunya, la
389	Frades	15	Corunya, la
392	Irixoa	15	Corunya, la
406	Laxe	15	Corunya, la
413	Laracha, A	15	Corunya, la
428	Lousame	15	Corunya, la
434	Malpica de Bergantiños	15	Corunya, la
449	Mañón	15	Corunya, la
452	Mazaricos	15	Corunya, la
465	Melide	15	Corunya, la
471	Mesía	15	Corunya, la
487	Miño	15	Corunya, la
490	Moeche	15	Corunya, la
503	Monfero	15	Corunya, la
510	Mugardos	15	Corunya, la
525	Muxía	15	Corunya, la
531	Muros	15	Corunya, la
546	Narón	15	Corunya, la
559	Neda	15	Corunya, la
562	Negreira	15	Corunya, la
578	Noia	15	Corunya, la
584	Oleiros	15	Corunya, la
597	Ordes	15	Corunya, la
601	Oroso	15	Corunya, la
618	Ortigueira	15	Corunya, la
623	Outes	15	Corunya, la
644	Paderne	15	Corunya, la
657	Padrón	15	Corunya, la
660	Pino, O	15	Corunya, la
676	Pobra do Caramiñal, A	15	Corunya, la
682	Ponteceso	15	Corunya, la
695	Pontedeume	15	Corunya, la
709	Pontes de García Rodríguez, As	15	Corunya, la
716	Porto do Son	15	Corunya, la
721	Rianxo	15	Corunya, la
737	Ribeira	15	Corunya, la
742	Rois	15	Corunya, la
755	Sada	15	Corunya, la
768	San Sadurniño	15	Corunya, la
774	Santa Comba	15	Corunya, la
780	Santiago de Compostela	15	Corunya, la
793	Santiso	15	Corunya, la
807	Sobrado	15	Corunya, la
814	Somozas, As	15	Corunya, la
829	Teo	15	Corunya, la
835	Toques	15	Corunya, la
840	Tordoia	15	Corunya, la
853	Touro	15	Corunya, la
866	Trazo	15	Corunya, la
872	Valdoviño	15	Corunya, la
888	Val do Dubra	15	Corunya, la
891	Vedra	15	Corunya, la
905	Vilasantar	15	Corunya, la
912	Vilarmaior	15	Corunya, la
927	Vimianzo	15	Corunya, la
933	Zas	15	Corunya, la
9012	Cariño	15	Corunya, la
9027	Oza-Cesuras	15	Corunya, la
14	Abia de la Obispalía	16	Conca
29	Acebrón, El	16	Conca
35	Alarcón	16	Conca
40	Albaladejo del Cuende	16	Conca
53	Albalate de las Nogueras	16	Conca
66	Albendea	16	Conca
72	Alberca de Záncara, La	16	Conca
88	Alcalá de la Vega	16	Conca
91	Alcantud	16	Conca
105	Alcázar del Rey	16	Conca
112	Alcohujate	16	Conca
127	Alconchel de la Estrella	16	Conca
133	Algarra	16	Conca
148	Aliaguilla	16	Conca
151	Almarcha, La	16	Conca
164	Almendros	16	Conca
170	Almodóvar del Pinar	16	Conca
186	Almonacid del Marquesado	16	Conca
199	Altarejos	16	Conca
203	Arandilla del Arroyo	16	Conca
225	Arcos de la Sierra	16	Conca
231	Chillarón de Cuenca	16	Conca
246	Arguisuelas	16	Conca
259	Arrancacepas	16	Conca
262	Atalaya del Cañavate	16	Conca
278	Barajas de Melo	16	Conca
297	Barchín del Hoyo	16	Conca
301	Bascuñana de San Pedro	16	Conca
318	Beamud	16	Conca
323	Belinchón	16	Conca
339	Belmonte	16	Conca
344	Belmontejo	16	Conca
357	Beteta	16	Conca
360	Boniches	16	Conca
382	Buciegas	16	Conca
395	Buenache de Alarcón	16	Conca
409	Buenache de la Sierra	16	Conca
416	Buendía	16	Conca
421	Campillo de Altobuey	16	Conca
437	Campillos-Paravientos	16	Conca
442	Campillos-Sierra	16	Conca
455	Canalejas del Arroyo	16	Conca
468	Cañada del Hoyo	16	Conca
474	Cañada Juncosa	16	Conca
480	Cañamares	16	Conca
493	Cañavate, El	16	Conca
506	Cañaveras	16	Conca
513	Cañaveruelas	16	Conca
528	Cañete	16	Conca
534	Cañizares	16	Conca
552	Carboneras de Guadazaón	16	Conca
565	Cardenete	16	Conca
571	Carrascosa	16	Conca
587	Carrascosa de Haro	16	Conca
604	Casas de Benítez	16	Conca
611	Casas de Fernando Alonso	16	Conca
626	Casas de Garcimolina	16	Conca
632	Casas de Guijarro	16	Conca
647	Casas de Haro	16	Conca
650	Casas de los Pinos	16	Conca
663	Casasimarro	16	Conca
679	Castejón	16	Conca
685	Castillejo de Iniesta	16	Conca
702	Castillejo-Sierra	16	Conca
719	Castillo-Albaráñez	16	Conca
724	Castillo de Garcimuñoz	16	Conca
730	Cervera del Llano	16	Conca
745	Cierva, La	16	Conca
783	Cuenca	16	Conca
796	Cueva del Hierro	16	Conca
817	Chumillas	16	Conca
822	Enguídanos	16	Conca
838	Fresneda de Altarejos	16	Conca
843	Fresneda de la Sierra	16	Conca
856	Frontera, La	16	Conca
869	Fuente de Pedro Naharro	16	Conca
875	Fuentelespino de Haro	16	Conca
881	Fuentelespino de Moya	16	Conca
894	Fuentes	16	Conca
915	Fuertescusa	16	Conca
920	Gabaldón	16	Conca
936	Garaballa	16	Conca
941	Gascueña	16	Conca
954	Graja de Campalbo	16	Conca
967	Graja de Iniesta	16	Conca
973	Henarejos	16	Conca
989	Herrumblar, El	16	Conca
992	Hinojosa, La	16	Conca
1006	Hinojosos, Los	16	Conca
1013	Hito, El	16	Conca
1028	Honrubia	16	Conca
1034	Hontanaya	16	Conca
1049	Hontecillas	16	Conca
1065	Horcajo de Santiago	16	Conca
1071	Huélamo	16	Conca
1087	Huelves	16	Conca
1090	Huérguina	16	Conca
1104	Huerta de la Obispalía	16	Conca
1111	Huerta del Marquesado	16	Conca
1126	Huete	16	Conca
1132	Iniesta	16	Conca
1150	Laguna del Marquesado	16	Conca
1163	Lagunaseca	16	Conca
1179	Landete	16	Conca
1185	Ledaña	16	Conca
1198	Leganiel	16	Conca
1219	Majadas, Las	16	Conca
1224	Mariana	16	Conca
1230	Masegosa	16	Conca
1245	Mesas, Las	16	Conca
1258	Minglanilla	16	Conca
1261	Mira	16	Conca
1283	Monreal del Llano	16	Conca
1296	Montalbanejo	16	Conca
1300	Montalbo	16	Conca
1317	Monteagudo de las Salinas	16	Conca
1322	Mota de Altarejos	16	Conca
1338	Mota del Cuervo	16	Conca
1343	Motilla del Palancar	16	Conca
1356	Moya	16	Conca
1375	Narboneta	16	Conca
1394	Olivares de Júcar	16	Conca
1408	Olmeda de la Cuesta	16	Conca
1415	Olmeda del Rey	16	Conca
1420	Olmedilla de Alarcón	16	Conca
1436	Olmedilla de Eliz	16	Conca
1454	Osa de la Vega	16	Conca
1467	Pajarón	16	Conca
1473	Pajaroncillo	16	Conca
1489	Palomares del Campo	16	Conca
1492	Palomera	16	Conca
1505	Paracuellos	16	Conca
1512	Paredes	16	Conca
1527	Parra de las Vegas, La	16	Conca
1533	Pedernoso, El	16	Conca
1548	Pedroñeras, Las	16	Conca
1551	Peral, El	16	Conca
1564	Peraleja, La	16	Conca
1570	Pesquera, La	16	Conca
1586	Picazo, El	16	Conca
1599	Pinarejo	16	Conca
1603	Pineda de Gigüela	16	Conca
1610	Piqueras del Castillo	16	Conca
1625	Portalrubio de Guadamejud	16	Conca
1631	Portilla	16	Conca
1659	Poyatos	16	Conca
1662	Pozoamargo	16	Conca
1678	Pozorrubio de Santiago	16	Conca
1697	Pozuelo, El	16	Conca
1701	Priego	16	Conca
1718	Provencio, El	16	Conca
1723	Puebla de Almenara	16	Conca
1739	Valle de Altomira, El	16	Conca
1744	Puebla del Salvador	16	Conca
1757	Quintanar del Rey	16	Conca
1760	Rada de Haro	16	Conca
1776	Reíllo	16	Conca
1816	Rozalén del Monte	16	Conca
1855	Saceda-Trasierra	16	Conca
1868	Saelices	16	Conca
1874	Salinas del Manzano	16	Conca
1880	Salmeroncillos	16	Conca
1893	Salvacañete	16	Conca
1907	San Clemente	16	Conca
1914	San Lorenzo de la Parrilla	16	Conca
1929	San Martín de Boniches	16	Conca
1935	San Pedro Palmiches	16	Conca
1940	Santa Cruz de Moya	16	Conca
1953	Santa María del Campo Rus	16	Conca
1966	Santa María de los Llanos	16	Conca
1972	Santa María del Val	16	Conca
1988	Sisante	16	Conca
1991	Solera de Gabaldón	16	Conca
2027	Talayuelas	16	Conca
2033	Tarancón	16	Conca
2048	Tébar	16	Conca
2051	Tejadillos	16	Conca
2064	Tinajas	16	Conca
2099	Torralba	16	Conca
2110	Torrejoncillo del Rey	16	Conca
2125	Torrubia del Campo	16	Conca
2131	Torrubia del Castillo	16	Conca
2159	Tragacete	16	Conca
2162	Tresjuncos	16	Conca
2178	Tribaldos	16	Conca
2184	Uclés	16	Conca
2197	Uña	16	Conca
2244	Valdemeca	16	Conca
2257	Valdemorillo de la Sierra	16	Conca
2276	Valdemoro-Sierra	16	Conca
2282	Valdeolivas	16	Conca
2316	Valhermoso de la Fuente	16	Conca
2342	Valsalobre	16	Conca
2368	Valverde de Júcar	16	Conca
2374	Valverdejo	16	Conca
2380	Vara de Rey	16	Conca
2393	Vega del Codorno	16	Conca
2407	Vellisca	16	Conca
2429	Villaconejos de Trabaque	16	Conca
2435	Villaescusa de Haro	16	Conca
2440	Villagarcía del Llano	16	Conca
2453	Villalba de la Sierra	16	Conca
2466	Villalba del Rey	16	Conca
2472	Villalgordo del Marquesado	16	Conca
2488	Villalpardo	16	Conca
2491	Villamayor de Santiago	16	Conca
2504	Villanueva de Guadamejud	16	Conca
2511	Villanueva de la Jara	16	Conca
2532	Villar de Cañas	16	Conca
2547	Villar de Domingo García	16	Conca
2550	Villar de la Encina	16	Conca
2585	Villar del Humo	16	Conca
2598	Villar del Infantado	16	Conca
2630	Villar de Olalla	16	Conca
2645	Villarejo de Fuentes	16	Conca
2658	Villarejo de la Peñuela	16	Conca
2661	Villarejo-Periesteban	16	Conca
2696	Villares del Saz	16	Conca
2700	Villarrubio	16	Conca
2717	Villarta	16	Conca
2722	Villas de la Ventosa	16	Conca
2738	Villaverde y Pasaconsol	16	Conca
2743	Víllora	16	Conca
2756	Vindel	16	Conca
2769	Yémeda	16	Conca
2775	Zafra de Záncara	16	Conca
2781	Zafrilla	16	Conca
2794	Zarza de Tajo	16	Conca
2808	Zarzuela	16	Conca
9015	Campos del Paraíso	16	Conca
9020	Valdetórtola	16	Conca
9036	Valeras, Las	16	Conca
9041	Fuentenava de Jábaga	16	Conca
9054	Arcas	16	Conca
9067	Valdecolmenas, Los	16	Conca
9089	Pozorrubielos de la Mancha	16	Conca
9092	Sotorribas	16	Conca
9106	Villar y Velasco	16	Conca
10	Agullana	17	Girona
25	Aiguaviva	17	Girona
31	Albanyà	17	Girona
46	Albons	17	Girona
59	Far d'Empordà, el	17	Girona
62	Alp	17	Girona
78	Amer	17	Girona
84	Anglès	17	Girona
97	Arbúcies	17	Girona
101	Argelaguer	17	Girona
118	Armentera, l'	17	Girona
123	Avinyonet de Puigventós	17	Girona
139	Begur	17	Girona
144	Vajol, la	17	Girona
157	Banyoles	17	Girona
160	Bàscara	17	Girona
182	Bellcaire d'Empordà	17	Girona
195	Besalú	17	Girona
209	Bescanó	17	Girona
216	Beuda	17	Girona
221	Bisbal d'Empordà, la	17	Girona
237	Blanes	17	Girona
242	Bolvir	17	Girona
255	Bordils	17	Girona
268	Borrassà	17	Girona
274	Breda	17	Girona
280	Brunyola i Sant Martí Sapresa	17	Girona
293	Boadella i les Escaules	17	Girona
307	Cabanes	17	Girona
314	Cabanelles	17	Girona
329	Cadaqués	17	Girona
335	Caldes de Malavella	17	Girona
340	Calonge i Sant Antoni	17	Girona
353	Camós	17	Girona
366	Campdevànol	17	Girona
372	Campelles	17	Girona
388	Campllong	17	Girona
391	Camprodon	17	Girona
405	Canet d'Adri	17	Girona
412	Cantallops	17	Girona
427	Capmany	17	Girona
433	Queralbs	17	Girona
448	Cassà de la Selva	17	Girona
464	Castellfollit de la Roca	17	Girona
470	Castelló d'Empúries	17	Girona
486	Castell-Platja d'Aro	17	Girona
499	Celrà	17	Girona
502	Cervià de Ter	17	Girona
519	Cistella	17	Girona
524	Siurana	17	Girona
545	Colera	17	Girona
558	Colomers	17	Girona
561	Cornellà del Terri	17	Girona
577	Corçà	17	Girona
583	Crespià	17	Girona
600	Darnius	17	Girona
617	Das	17	Girona
622	Escala, l'	17	Girona
638	Espinelves	17	Girona
643	Espolla	17	Girona
656	Esponellà	17	Girona
669	Figueres	17	Girona
675	Flaçà	17	Girona
681	Foixà	17	Girona
694	Fontanals de Cerdanya	17	Girona
708	Fontanilles	17	Girona
715	Fontcoberta	17	Girona
736	Fornells de la Selva	17	Girona
741	Fortià	17	Girona
754	Garrigàs	17	Girona
767	Garrigoles	17	Girona
773	Garriguella	17	Girona
789	Ger	17	Girona
792	Girona	17	Girona
806	Gombrèn	17	Girona
813	Gualta	17	Girona
828	Guils de Cerdanya	17	Girona
834	Hostalric	17	Girona
849	Isòvol	17	Girona
852	Jafre	17	Girona
865	Jonquera, la	17	Girona
871	Juià	17	Girona
887	Lladó	17	Girona
890	Llagostera	17	Girona
904	Llambilles	17	Girona
911	Llanars	17	Girona
926	Llançà	17	Girona
932	Llers	17	Girona
947	Llívia	17	Girona
950	Lloret de Mar	17	Girona
963	Llosses, les	17	Girona
979	Madremanya	17	Girona
985	Maià de Montcal	17	Girona
998	Meranges	17	Girona
1002	Masarac	17	Girona
1019	Massanes	17	Girona
1024	Maçanet de Cabrenys	17	Girona
1030	Maçanet de la Selva	17	Girona
1058	Mieres	17	Girona
1061	Mollet de Peralada	17	Girona
1077	Molló	17	Girona
1096	Montagut i Oix	17	Girona
1100	Mont-ras	17	Girona
1117	Navata	17	Girona
1122	Ogassa	17	Girona
1143	Olot	17	Girona
1156	Ordis	17	Girona
1169	Osor	17	Girona
1175	Palafrugell	17	Girona
1181	Palamós	17	Girona
1194	Palau de Santa Eulàlia	17	Girona
1208	Palau-saverdera	17	Girona
1215	Palau-sator	17	Girona
1236	Palol de Revardit	17	Girona
1241	Pals	17	Girona
1254	Pardines	17	Girona
1267	Parlavà	17	Girona
1289	Pau	17	Girona
1292	Pedret i Marzà	17	Girona
1306	Pera, la	17	Girona
1328	Peralada	17	Girona
1334	Planes d'Hostoles, les	17	Girona
1349	Planoles	17	Girona
1352	Pont de Molins	17	Girona
1365	Pontós	17	Girona
1371	Porqueres	17	Girona
1387	Portbou	17	Girona
1390	Preses, les	17	Girona
1404	Port de la Selva, el	17	Girona
1411	Puigcerdà	17	Girona
1426	Quart	17	Girona
1432	Rabós	17	Girona
1447	Regencós	17	Girona
1450	Ribes de Freser	17	Girona
1463	Riells i Viabrea	17	Girona
1479	Ripoll	17	Girona
1485	Riudarenes	17	Girona
1498	Riudaura	17	Girona
1501	Riudellots de la Selva	17	Girona
1518	Riumors	17	Girona
1523	Roses	17	Girona
1539	Rupià	17	Girona
1544	Sales de Llierca	17	Girona
1557	Salt	17	Girona
1576	Sant Andreu Salou	17	Girona
1582	Sant Climent Sescebes	17	Girona
1595	Sant Feliu de Buixalleu	17	Girona
1609	Sant Feliu de Guíxols	17	Girona
1616	Sant Feliu de Pallerols	17	Girona
1621	Sant Ferriol	17	Girona
1637	Sant Gregori	17	Girona
1642	Sant Hilari Sacalm	17	Girona
1655	Sant Jaume de Llierca	17	Girona
1668	Sant Jordi Desvalls	17	Girona
1674	Sant Joan de les Abadesses	17	Girona
1680	Sant Joan de Mollet	17	Girona
1693	Sant Julià de Ramis	17	Girona
1707	Vallfogona de Ripollès	17	Girona
1714	Sant Llorenç de la Muga	17	Girona
1729	Sant Martí de Llémena	17	Girona
1735	Sant Martí Vell	17	Girona
1740	Sant Miquel de Campmajor	17	Girona
1753	Sant Miquel de Fluvià	17	Girona
1766	Sant Mori	17	Girona
1772	Sant Pau de Segúries	17	Girona
1788	Sant Pere Pescador	17	Girona
1805	Santa Coloma de Farners	17	Girona
1812	Santa Cristina d'Aro	17	Girona
1827	Santa Llogaia d'Àlguema	17	Girona
1833	Sant Aniol de Finestres	17	Girona
1848	Santa Pau	17	Girona
1851	Sant Joan les Fonts	17	Girona
1864	Sarrià de Ter	17	Girona
1870	Saus, Camallera i Llampaies	17	Girona
1886	Selva de Mar, la	17	Girona
1899	Cellera de Ter, la	17	Girona
1903	Serinyà	17	Girona
1910	Serra de Daró	17	Girona
1925	Setcases	17	Girona
1931	Sils	17	Girona
1946	Susqueda	17	Girona
1959	Tallada d'Empordà, la	17	Girona
1962	Terrades	17	Girona
1978	Torrent	17	Girona
1984	Torroella de Fluvià	17	Girona
1997	Torroella de Montgrí	17	Girona
2001	Tortellà	17	Girona
2018	Toses	17	Girona
2023	Tossa de Mar	17	Girona
2039	Ultramort	17	Girona
2044	Ullà	17	Girona
2057	Ullastret	17	Girona
2060	Urús	17	Girona
2076	Vall d'en Bas, la	17	Girona
2082	Vall de Bianya, la	17	Girona
2095	Vall-llobrega	17	Girona
2109	Ventalló	17	Girona
2116	Verges	17	Girona
2121	Vidrà	17	Girona
2137	Vidreres	17	Girona
2142	Vilabertran	17	Girona
2155	Vilablareix	17	Girona
2168	Viladasens	17	Girona
2174	Viladamat	17	Girona
2180	Vilademuls	17	Girona
2207	Viladrau	17	Girona
2214	Vilafant	17	Girona
2229	Vilaür	17	Girona
2235	Vilajuïga	17	Girona
2240	Vilallonga de Ter	17	Girona
2253	Vilamacolum	17	Girona
2266	Vilamalla	17	Girona
2272	Vilamaniscle	17	Girona
2288	Vilanant	17	Girona
2305	Vila-sacra	17	Girona
2327	Vilopriu	17	Girona
2333	Vilobí d'Onyar	17	Girona
2348	Biure	17	Girona
9011	Cruïlles, Monells i Sant Sadurní de l'Heura	17	Girona
9026	Forallac	17	Girona
9032	Sant Julià del Llor i Bonmatí	17	Girona
16	Agrón	18	Granada
21	Alamedilla	18	Granada
37	Albolote	18	Granada
42	Albondón	18	Granada
55	Albuñán	18	Granada
68	Albuñol	18	Granada
74	Albuñuelas	18	Granada
107	Aldeire	18	Granada
114	Alfacar	18	Granada
129	Algarinejo	18	Granada
135	Alhama de Granada	18	Granada
140	Alhendín	18	Granada
153	Alicún de Ortega	18	Granada
166	Almegíjar	18	Granada
172	Almuñécar	18	Granada
188	Alquife	18	Granada
205	Arenas del Rey	18	Granada
212	Armilla	18	Granada
227	Atarfe	18	Granada
233	Baza	18	Granada
248	Beas de Granada	18	Granada
251	Beas de Guadix	18	Granada
270	Benalúa	18	Granada
286	Benalúa de las Villas	18	Granada
299	Benamaurel	18	Granada
303	Bérchules	18	Granada
325	Bubión	18	Granada
331	Busquístar	18	Granada
346	Cacín	18	Granada
359	Cádiar	18	Granada
362	Cájar	18	Granada
378	Calicasas	18	Granada
384	Campotéjar	18	Granada
397	Caniles	18	Granada
401	Cáñar	18	Granada
423	Capileira	18	Granada
439	Carataunas	18	Granada
444	Cástaras	18	Granada
457	Castilléjar	18	Granada
460	Castril	18	Granada
476	Cenes de la Vega	18	Granada
482	Cijuela	18	Granada
495	Cogollos de Guadix	18	Granada
508	Cogollos de la Vega	18	Granada
515	Colomera	18	Granada
536	Cortes de Baza	18	Granada
541	Cortes y Graena	18	Granada
567	Cúllar	18	Granada
573	Cúllar Vega	18	Granada
592	Chauchina	18	Granada
613	Chimeneas	18	Granada
628	Churriana de la Vega	18	Granada
634	Darro	18	Granada
649	Dehesas de Guadix	18	Granada
652	Dehesas Viejas	18	Granada
665	Deifontes	18	Granada
671	Diezma	18	Granada
687	Dílar	18	Granada
690	Dólar	18	Granada
704	Dúdar	18	Granada
711	Dúrcal	18	Granada
726	Escúzar	18	Granada
747	Ferreira	18	Granada
763	Fonelas	18	Granada
779	Fornes	18	Granada
785	Freila	18	Granada
798	Fuente Vaqueros	18	Granada
824	Galera	18	Granada
830	Gobernador	18	Granada
845	Gójar	18	Granada
858	Gor	18	Granada
861	Gorafe	18	Granada
877	Granada	18	Granada
883	Guadahortuna	18	Granada
896	Guadix	18	Granada
938	Gualchos	18	Granada
943	Güéjar Sierra	18	Granada
956	Güevéjar	18	Granada
969	Huélago	18	Granada
975	Huéneja	18	Granada
981	Huéscar	18	Granada
994	Huétor de Santillán	18	Granada
1008	Huétor Tájar	18	Granada
1015	Huétor Vega	18	Granada
1020	Íllora	18	Granada
1036	Ítrabo	18	Granada
1054	Iznalloz	18	Granada
1067	Játar	18	Granada
1073	Jayena	18	Granada
1089	Jérez del Marquesado	18	Granada
1092	Jete	18	Granada
1113	Jun	18	Granada
1128	Juviles	18	Granada
1149	Calahorra, La	18	Granada
1152	Láchar	18	Granada
1165	Lanjarón	18	Granada
1171	Lanteira	18	Granada
1190	Lecrín	18	Granada
1204	Lentegí	18	Granada
1211	Lobras	18	Granada
1226	Loja	18	Granada
1232	Lugros	18	Granada
1247	Lújar	18	Granada
1263	Malahá, La	18	Granada
1279	Maracena	18	Granada
1285	Marchal	18	Granada
1324	Moclín	18	Granada
1330	Molvízar	18	Granada
1345	Monachil	18	Granada
1358	Montefrío	18	Granada
1361	Montejícar	18	Granada
1377	Montillana	18	Granada
1383	Moraleda de Zafayona	18	Granada
1400	Motril	18	Granada
1417	Murtas	18	Granada
1438	Nigüelas	18	Granada
1443	Nívar	18	Granada
1456	Ogíjares	18	Granada
1469	Orce	18	Granada
1475	Órgiva	18	Granada
1481	Otívar	18	Granada
1494	Villa de Otura	18	Granada
1507	Padul	18	Granada
1514	Pampaneira	18	Granada
1529	Pedro Martínez	18	Granada
1535	Peligros	18	Granada
1540	Peza, La	18	Granada
1572	Pinos Genil	18	Granada
1588	Pinos Puente	18	Granada
1591	Píñar	18	Granada
1612	Polícar	18	Granada
1627	Polopos	18	Granada
1633	Pórtugos	18	Granada
1648	Puebla de Don Fadrique	18	Granada
1651	Pulianas	18	Granada
1670	Purullena	18	Granada
1686	Quéntar	18	Granada
1703	Rubite	18	Granada
1710	Salar	18	Granada
1731	Salobreña	18	Granada
1746	Santa Cruz del Comercio	18	Granada
1759	Santa Fe	18	Granada
1762	Soportújar	18	Granada
1778	Sorvilán	18	Granada
1784	Torre-Cardela	18	Granada
1797	Torvizcón	18	Granada
1801	Trevélez	18	Granada
1818	Turón	18	Granada
1823	Ugíjar	18	Granada
1839	Válor	18	Granada
1844	Vélez de Benaudalla	18	Granada
1857	Ventas de Huelma	18	Granada
1876	Villanueva de las Torres	18	Granada
1882	Villanueva Mesía	18	Granada
1895	Víznar	18	Granada
1921	Zafarraya	18	Granada
1937	Zubia, La	18	Granada
1942	Zújar	18	Granada
9017	Taha, La	18	Granada
9022	Valle, El	18	Granada
9038	Nevada	18	Granada
9043	Alpujarra de la Sierra	18	Granada
9056	Gabias, Las	18	Granada
9069	Guájares, Los	18	Granada
9075	Valle del Zalabí	18	Granada
9081	Villamena	18	Granada
9094	Morelábor	18	Granada
9108	Pinar, El	18	Granada
9115	Vegas del Genil	18	Granada
9120	Cuevas del Campo	18	Granada
9136	Zagra	18	Granada
9141	Valderrubio	18	Granada
9154	Domingo Pérez de Granada	18	Granada
9167	Torrenueva Costa	18	Granada
19	Abánades	19	Guadalajara
24	Ablanque	19	Guadalajara
30	Adobes	19	Guadalajara
45	Alaminos	19	Guadalajara
58	Alarilla	19	Guadalajara
61	Albalate de Zorita	19	Guadalajara
77	Albares	19	Guadalajara
83	Albendiego	19	Guadalajara
96	Alcocer	19	Guadalajara
100	Alcolea de las Peñas	19	Guadalajara
117	Alcolea del Pinar	19	Guadalajara
138	Alcoroches	19	Guadalajara
156	Aldeanueva de Guadalajara	19	Guadalajara
169	Algar de Mesa	19	Guadalajara
175	Algora	19	Guadalajara
181	Alhóndiga	19	Guadalajara
194	Alique	19	Guadalajara
208	Almadrones	19	Guadalajara
